orf	target	blast_score	hmmer_score	expect	evalue
Pf3D7_11_v3-6-1434624-1434373	CHEMBL6132	85.9	138.2	0.0000000000000000000005	0.000000000000000000000000000000000000000029
Pf3D7_11_v3-6-1434624-1434373	CHEMBL5403	89.0	138.1	0.00000000000000000000005	0.000000000000000000000000000000000000000031
Pf3D7_11_v3-6-1434624-1434373	CHEMBL4442	89.0	138.1	0.00000000000000000000005	0.000000000000000000000000000000000000000031
Pf3D7_11_v3-6-1434624-1434373	CHEMBL4581	82.0	136.1	0.0000000000000000000003	0.00000000000000000000000000000000000000013
Pf3D7_11_v3-6-1434624-1434373	CHEMBL1287604	82.0	133.4	0.000000000000000000008	0.00000000000000000000000000000000000000089
Pf3D7_11_v3-6-1434624-1434373	CHEMBL5582	82.0	133.4	0.000000000000000000008	0.00000000000000000000000000000000000000089
Pf3D7_11_v3-6-1434624-1434373	CHEMBL2486	82.4	126.8	0.000000000000000000006	0.00000000000000000000000000000000000011
Pf3D7_11_v3-6-1443726-1443559	CHEMBL3722	28.9	16.6	0.037	0.0039
Pf3D7_11_v3-6-1443726-1443559	CHEMBL5395	24.6	11.9	1.2	0.12
Pf3D7_11_v3-6-1449006-1448833	CHEMBL4588	23.9	13.5	2.2	0.041
Pf3D7_11_v3-6-1474125-1473697	CHEMBL2176842	50.1	78.0	0.000000003	0.00000000000000000000028
Pf3D7_11_v3-6-1474125-1473697	CHEMBL2189145	44.3	78.0	0.0000003	0.00000000000000000000029
Pf3D7_11_v3-6-1474125-1473697	CHEMBL2176784	43.5	62.8	0.0000005	0.000000000000000014
Pf3D7_11_v3-6-1474125-1473697	CHEMBL2242740	36.2	58.4	0.0003	0.00000000000000033
Pf3D7_11_v3-6-1474125-1473697	CHEMBL2311240	30.0	55.2	0.055	0.0000000000000032
Pf3D7_11_v3-6-1516479-1516294	CHEMBL5958	22.7	11.4	6.4	0.15
Pf3D7_11_v3-6-1516479-1516294	CHEMBL4090	22.7	11.3	6.5	0.16
Pf3D7_11_v3-6-1516479-1516294	CHEMBL2856	22.3	10.9	9.6	0.23
Pf3D7_11_v3-6-1516479-1516294	CHEMBL1667675	22.3	10.8	9.9	0.23
Pf3D7_11_v3-6-1516479-1516294	CHEMBL4857	23.5	7.8	3.3	2.2
Pf3D7_11_v3-6-1516479-1516294	CHEMBL3133	23.9	7.1	2.9	3.7
Pf3D7_11_v3-6-1516479-1516294	CHEMBL3576	23.9	7.1	2.9	3.7
Pf3D7_11_v3-6-151842-151642	CHEMBL304	23.5	7.7	3.9	3.1
Pf3D7_11_v3-6-1521120-1520863	CHEMBL6126	24.3	6.0	4.3	8.8
Pf3D7_11_v3-6-1534029-1533637	CHEMBL2157852	30.4	13.9	0.088	0.02
Pf3D7_11_v3-6-1534029-1533637	CHEMBL2363032	30.4	13.2	0.089	0.032
Pf3D7_11_v3-6-1551747-1551577	CHEMBL4620	30.8	15.2	0.008	0.011
Pf3D7_11_v3-6-1551747-1551577	CHEMBL1255148	28.1	13.0	0.068	0.058
Pf3D7_11_v3-6-1569789-1569592	CHEMBL1293296	26.2	8.9	0.55	1.1
Pf3D7_11_v3-6-1569789-1569592	CHEMBL5331	25.8	8.3	0.59	1.7
Pf3D7_11_v3-6-1579005-1577782	CHEMBL2111465	32.3	67.2	0.17	0.0000000000000000005
Pf3D7_11_v3-6-1579005-1577782	CHEMBL2111465	41.6	67.2	0.0003	0.0000000000000000005
Pf3D7_11_v3-6-1579005-1577782	CHEMBL2096904	34.3	27.5	0.051	0.00000057
Pf3D7_11_v3-6-1579005-1577782	CHEMBL2111369	34.3	26.3	0.047	0.0000012
Pf3D7_11_v3-6-1579005-1577782	CHEMBL2363965	36.6	23.0	0.008	0.000013
Pf3D7_11_v3-6-1579005-1577782	CHEMBL2111464	39.3	21.8	0.001	0.000029
Pf3D7_11_v3-6-1599111-1598845	CHEMBL2813	30.8	13.3	0.025	0.036
Pf3D7_11_v3-6-1599111-1598845	CHEMBL1293317	30.0	13.2	0.041	0.041
Pf3D7_11_v3-6-1599111-1598845	CHEMBL3596	30.0	12.5	0.045	0.067
Pf3D7_11_v3-6-1610619-1610389	CHEMBL1287596	29.6	13.7	0.041	0.025
Pf3D7_11_v3-6-1610619-1610389	CHEMBL3888	28.5	13.7	0.097	0.025
Pf3D7_11_v3-6-1610619-1610389	CHEMBL3432	26.6	11.7	0.57	0.11
Pf3D7_11_v3-6-1611114-1610962	CHEMBL4464	31.6	15.3	0.003	0.0097
Pf3D7_11_v3-6-1611114-1610962	CHEMBL5674	28.5	11.7	0.034	0.13
Pf3D7_11_v3-6-16164-16009	CHEMBL1781858	27.7	15.6	0.078	0.0058
Pf3D7_11_v3-6-163623-163384	CHEMBL2363135	25.8	8.6	0.98	1
Pf3D7_11_v3-6-16791-16639	CHEMBL2534	28.5	13.8	0.037	0.029
Pf3D7_11_v3-6-1694619-1694449	CHEMBL5340	25.8	13.0	0.53	0.045
Pf3D7_11_v3-6-170403-170188	CHEMBL5915	27.7	13.1	0.15	0.042
Pf3D7_11_v3-6-1712211-1710328	CHEMBL5391	38.5	298.8	0.005	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000031
Pf3D7_11_v3-6-1712211-1710328	CHEMBL5749	33.5	165.4	0.14	0.0000000000000000000000000000000000000000000000007
Pf3D7_11_v3-6-1712211-1710328	CHEMBL4613	41.2	98.4	0.0007	0.00000000000000000000000000014
Pf3D7_11_v3-6-1712211-1710328	CHEMBL2111323	47.8	97.6	0.000007	0.00000000000000000000000000024
Pf3D7_11_v3-6-1712211-1710328	CHEMBL1907607	35.0	81.2	0.052	0.000000000000000000000022
Pf3D7_11_v3-6-1712211-1710328	CHEMBL1641336	31.6	60.9	0.66	0.000000000000000031
Pf3D7_11_v3-6-1712211-1710328	CHEMBL3228	34.3	59.1	0.090	0.00000000000000011
Pf3D7_11_v3-6-1712211-1710328	CHEMBL3713916	37.7	40.7	0.006	0.00000000004
Pf3D7_11_v3-6-1712211-1710328	CHEMBL2111404	37.7	39.7	0.007	0.000000000083
Pf3D7_11_v3-6-1712211-1710328	CHEMBL2095199	32.3	38.4	0.35	0.0000000002
Pf3D7_11_v3-6-1778025-1777528	CHEMBL2111411	59.3	153.5	0.000000000007	0.0000000000000000000000000000000000000000000014
Pf3D7_11_v3-6-1778025-1777528	CHEMBL1926492	58.9	152.4	0.000000000008	0.0000000000000000000000000000000000000000000029
Pf3D7_11_v3-6-1778025-1777528	CHEMBL1926490	81.6	152.3	0.00000000000000000003	0.0000000000000000000000000000000000000000000033
Pf3D7_11_v3-6-1778025-1777528	CHEMBL2016428	57.0	149.6	0.00000000004	0.000000000000000000000000000000000000000000022
Pf3D7_11_v3-6-1778025-1777528	CHEMBL3983	63.2	145.0	0.0000000000002	0.00000000000000000000000000000000000000000057
Pf3D7_11_v3-6-1778025-1777528	CHEMBL2976	60.8	144.0	0.000000000002	0.0000000000000000000000000000000000000000012
Pf3D7_11_v3-6-1778025-1777528	CHEMBL4303	60.8	144.0	0.000000000002	0.0000000000000000000000000000000000000000012
Pf3D7_11_v3-6-1778025-1777528	CHEMBL3117	60.5	140.8	0.000000000003	0.000000000000000000000000000000000000000011
Pf3D7_11_v3-6-1778025-1777528	CHEMBL2363135	67.4	135.9	0.000000000000005	0.00000000000000000000000000000000000000036
Pf3D7_11_v3-6-1778025-1777528	CHEMBL4610	80.1	134.2	0.0000000000000000001	0.0000000000000000000000000000000000000011
Pf3D7_11_v3-6-1797858-1797694	CHEMBL6031	29.3	14.8	0.025	0.014
Pf3D7_11_v3-6-1880736-1880518	CHEMBL2096904	25.0	10.3	1.5	0.25
Pf3D7_11_v3-6-1896156-1895992	CHEMBL2775	25.4	6.7	0.62	6.6
Pf3D7_11_v3-6-1906701-1906516	CHEMBL2970	27.7	15.7	0.13	0.0073
Pf3D7_11_v3-6-1913529-1909213	CHEMBL1786	109	183.5	0.000000000000000000000002	0.000000000000000000000000000000000000000000000000000002
Pf3D7_11_v3-6-1913529-1909213	CHEMBL204	114	182.2	0.00000000000000000000000005	0.0000000000000000000000000000000000000000000000000000047
Pf3D7_11_v3-6-1913529-1909213	CHEMBL2334	99.4	164.2	0.000000000000000000001	0.0000000000000000000000000000000000000000000000013
Pf3D7_11_v3-6-1913529-1909213	CHEMBL1949489	85.1	161.3	0.00000000000000006	0.0000000000000000000000000000000000000000000000098
Pf3D7_11_v3-6-1913529-1909213	CHEMBL1075160	87.0	159.8	0.00000000000000001	0.000000000000000000000000000000000000000000000026
Pf3D7_11_v3-6-1913529-1909213	CHEMBL1681610	92.8	158.4	0.0000000000000000002	0.000000000000000000000000000000000000000000000072
Pf3D7_11_v3-6-1913529-1909213	CHEMBL4153	82.0	157.0	0.0000000000000005	0.00000000000000000000000000000000000000000000018
Pf3D7_11_v3-6-1913529-1909213	CHEMBL3109	84.7	152.7	0.00000000000000006	0.0000000000000000000000000000000000000000000038
Pf3D7_11_v3-6-1913529-1909213	CHEMBL4656	89.4	146.0	0.000000000000000003	0.00000000000000000000000000000000000000000038
Pf3D7_11_v3-6-1913529-1909213	CHEMBL5609	82.0	121.0	0.0000000000000005	0.000000000000000000000000000000000014
Pf3D7_11_v3-6-1947540-1947367	CHEMBL4773	28.1	13.5	0.075	0.039
Pf3D7_11_v3-6-1992492-1991362	CHEMBL1795109	56.6	111.1	0.000000003	0.000000000000000000000000000000029
Pf3D7_11_v3-6-1992492-1991362	CHEMBL2111411	50.4	101.4	0.0000002	0.000000000000000000000000000026
Pf3D7_11_v3-6-2001288-2001046	CHEMBL4307	27.7	16.8	0.21	0.0041
Pf3D7_11_v3-6-2001288-2001046	CHEMBL5821	27.7	16.7	0.23	0.0044
Pf3D7_11_v3-6-2001288-2001046	CHEMBL1667676	25.0	14.6	2.2	0.02
Pf3D7_11_v3-6-2024631-2024467	CHEMBL5340	23.5	6.8	3.1	4.4
Pf3D7_11_v3-6-2027109-2026939	CHEMBL1681615	25.0	12.9	0.75	0.059
Pf3D7_11_v3-6-20967-20497	CHEMBL3237	35.4	15.1	0.004	0.0066
Pf3D7_11_v3-6-20967-20497	CHEMBL4875	35.8	13.7	0.003	0.018
Pf3D7_11_v3-6-20967-20497	CHEMBL3137282	33.5	12.2	0.015	0.051
Pf3D7_11_v3-6-222135-221821	CHEMBL1772929	160	220.4	0.00000000000000000000000000000000000000000000000000003	0.000000000000000000000000000000000000000000000000000000000000000001
Pf3D7_11_v3-6-236379-235600	CHEMBL5425	33.1	11.0	0.053	0.081
Pf3D7_11_v3-6-241056-240907	CHEMBL1287607	26.9	9.1	0.13	1.2
Pf3D7_11_v3-6-250032-249745	CHEMBL2363965	27.7	16.9	0.35	0.0028
Pf3D7_11_v3-6-250032-249745	CHEMBL2363965	27.7	16.9	0.31	0.0028
Pf3D7_11_v3-6-255627-255427	CHEMBL2096907	46.6	165.2	0.00000003	0.000000000000000000000000000000000000000000000000069
Pf3D7_11_v3-6-273519-268459	CHEMBL6073	31.6	12.0	1.6	0.0088
Pf3D7_11_v3-6-273519-268459	CHEMBL1926489	32.0	12.0	1.5	0.0093
Pf3D7_11_v3-6-273519-268459	CHEMBL1850	31.2	11.5	2.2	0.012
Pf3D7_11_v3-6-274083-273823	CHEMBL3619	23.5	10.8	8.4	0.11
Pf3D7_11_v3-6-274083-273823	CHEMBL5297	23.5	7.5	8.0	1.2
Pf3D7_11_v3-6-292563-292390	CHEMBL5133	27.3	10.9	0.15	0.22
Pf3D7_11_v3-6-313704-313519	CHEMBL5534	33.1	8.5	0.001	1.5
Pf3D7_11_v3-6-313704-313519	CHEMBL2117	31.2	7.1	0.006	4.5
Pf3D7_11_v3-6-325593-325393	CHEMBL2363044	25.4	14.5	1.0	0.021
Pf3D7_11_v3-6-325593-325393	CHEMBL2227489	27.7	14.4	0.12	0.022
Pf3D7_11_v3-6-325593-325393	CHEMBL4290	27.3	10.2	0.18	0.47
Pf3D7_11_v3-6-34176-33898	CHEMBL1667700	25.8	15.1	1.3	0.01
Pf3D7_11_v3-6-400740-400579	CHEMBL4035	26.9	14.0	0.17	0.023
Pf3D7_11_v3-6-451035-450811	CHEMBL6155	25.0	11.1	1.7	0.2
Pf3D7_11_v3-6-451035-450811	CHEMBL2062	24.6	10.4	2.1	0.34
Pf3D7_11_v3-6-476865-476617	CHEMBL1860	26.6	12.5	0.56	0.062
Pf3D7_11_v3-6-476865-476617	CHEMBL3174	26.6	12.4	0.56	0.068
Pf3D7_11_v3-6-476865-476617	CHEMBL3259	25.8	12.2	0.97	0.077
Pf3D7_11_v3-6-489045-488791	CHEMBL3801	30.0	15.8	0.035	0.0061
Pf3D7_11_v3-6-489045-488791	CHEMBL3837	30.4	14.2	0.026	0.019
Pf3D7_11_v3-6-489045-488791	CHEMBL4687	27.3	14.0	0.35	0.022
Pf3D7_11_v3-6-489255-489079	CHEMBL1287614	23.9	12.0	2.3	0.11
Pf3D7_11_v3-6-511080-510925	CHEMBL1075230	23.9	7.2	2.1	3.5
Pf3D7_11_v3-6-511773-511108	CHEMBL3289	137	183.7	0.00000000000000000000000000000000000000002	0.0000000000000000000000000000000000000000000000000000012
Pf3D7_11_v3-6-511773-511108	CHEMBL6168	136	183.2	0.00000000000000000000000000000000000000006	0.0000000000000000000000000000000000000000000000000000016
Pf3D7_11_v3-6-511773-511108	CHEMBL2363067	32.3	160.5	0.077	0.000000000000000000000000000000000000000000000014
Pf3D7_11_v3-6-511773-511108	CHEMBL2373	76.6	88.3	0.0000000000000001	0.00000000000000000000000018
Pf3D7_11_v3-6-511773-511108	CHEMBL4986	30.0	82.1	0.34	0.000000000000000000000013
Pf3D7_11_v3-6-511773-511108	CHEMBL4984	33.5	77.8	0.033	0.00000000000000000000027
Pf3D7_11_v3-6-511773-511108	CHEMBL2363066	52.8	73.5	0.000000003	0.0000000000000000000059
Pf3D7_11_v3-6-511773-511108	CHEMBL4553	34.7	70.7	0.010	0.000000000000000000041
Pf3D7_11_v3-6-511773-511108	CHEMBL2010628	30.0	55.7	0.32	0.0000000000000016
Pf3D7_11_v3-6-516087-515914	CHEMBL1820	25.4	8.8	0.72	1.2
Pf3D7_11_v3-6-516087-515914	CHEMBL4804	25.4	7.4	0.77	3.4
Pf3D7_11_v3-6-516087-515914	CHEMBL4457	25.4	7.4	0.75	3.4
Pf3D7_11_v3-6-520956-520735	CHEMBL5396	27.7	13.8	0.18	0.03
Pf3D7_11_v3-6-536508-534976	CHEMBL2364022	1024	798.7	0.0	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000079
Pf3D7_11_v3-6-536508-534976	CHEMBL3587	229	408.4	0.00000000000000000000000000000000000000000000000000000000000000000000004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016
Pf3D7_11_v3-6-536508-534976	CHEMBL1075273	229	408.2	0.00000000000000000000000000000000000000000000000000000000000000000000005	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_11_v3-6-536508-534976	CHEMBL1615381	229	408.2	0.00000000000000000000000000000000000000000000000000000000000000000000005	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000019
Pf3D7_11_v3-6-536508-534976	CHEMBL289	232	404.1	0.000000000000000000000000000000000000000000000000000000000000000000000005	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000033
Pf3D7_11_v3-6-536508-534976	CHEMBL4183	228	403.6	0.0000000000000000000000000000000000000000000000000000000000000000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000045
Pf3D7_11_v3-6-536508-534976	CHEMBL6172	231	403.6	0.00000000000000000000000000000000000000000000000000000000000000000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000047
Pf3D7_11_v3-6-536508-534976	CHEMBL1954	208	390.8	0.000000000000000000000000000000000000000000000000000000000000003	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000036
Pf3D7_11_v3-6-536508-534976	CHEMBL6135	228	386.8	0.000000000000000000000000000000000000000000000000000000000000000001	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000058
Pf3D7_11_v3-6-536508-534976	CHEMBL3785	209	382.9	0.000000000000000000000000000000000000000000000000000000000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000085
Pf3D7_11_v3-6-560262-560068	CHEMBL1293240	33.9	98.0	0.0008	0.000000000000000000000000000078
Pf3D7_11_v3-6-560262-560068	CHEMBL4237	33.5	97.2	0.001	0.00000000000000000000000000013
Pf3D7_11_v3-6-607101-606940	CHEMBL2529	21.9	11.5	8.8	0.12
Pf3D7_11_v3-6-61392-60931	CHEMBL6110	25.0	13.7	7.6	0.019
Pf3D7_11_v3-6-626175-625711	CHEMBL2096907	65.1	136.1	0.0000000000002	0.00000000000000000000000000000000000000035
Pf3D7_11_v3-6-638502-636097	CHEMBL2111465	36.6	169.1	0.024	0.000000000000000000000000000000000000000000000000044
Pf3D7_11_v3-6-638502-636097	CHEMBL2096904	37.4	103.7	0.014	0.0000000000000000000000000000026
Pf3D7_11_v3-6-638502-636097	CHEMBL2111464	34.3	98.5	0.11	0.000000000000000000000000000098
Pf3D7_11_v3-6-638502-636097	CHEMBL2111464	33.1	98.5	0.20	0.000000000000000000000000000098
Pf3D7_11_v3-6-638502-636097	CHEMBL2111369	33.9	98.0	0.18	0.00000000000000000000000000014
Pf3D7_11_v3-6-638502-636097	CHEMBL6115	30.8	15.0	1.2	0.0017
Pf3D7_11_v3-6-647004-646822	CHEMBL5247	23.1	12.9	5.9	0.071
Pf3D7_11_v3-6-671424-670714	CHEMBL4610	255	263.9	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000006	0.00000000000000000000000000000000000000000000000000000000000000000000000000000042
Pf3D7_11_v3-6-671424-670714	CHEMBL2111411	67.4	145.0	0.00000000000003	0.00000000000000000000000000000000000000000086
Pf3D7_11_v3-6-671424-670714	CHEMBL1926492	67.8	140.2	0.00000000000002	0.000000000000000000000000000000000000000026
Pf3D7_11_v3-6-671424-670714	CHEMBL3464	58.5	138.9	0.00000000004	0.000000000000000000000000000000000000000063
Pf3D7_11_v3-6-671424-670714	CHEMBL2976	57.4	138.7	0.0000000001	0.000000000000000000000000000000000000000073
Pf3D7_11_v3-6-671424-670714	CHEMBL4303	57.4	138.7	0.0000000001	0.000000000000000000000000000000000000000073
Pf3D7_11_v3-6-671424-670714	CHEMBL2364103	58.9	136.5	0.00000000003	0.00000000000000000000000000000000000000034
Pf3D7_11_v3-6-671424-670714	CHEMBL2016428	59.7	130.9	0.00000000002	0.000000000000000000000000000000000000017
Pf3D7_11_v3-6-671424-670714	CHEMBL1926490	79.7	129.1	0.0000000000000000008	0.000000000000000000000000000000000000064
Pf3D7_11_v3-6-671424-670714	CHEMBL3983	58.2	126.7	0.00000000006	0.00000000000000000000000000000000000035
Pf3D7_11_v3-6-70047-69898	CHEMBL3810	25.8	13.9	0.39	0.031
Pf3D7_11_v3-6-702156-701959	CHEMBL1781870	28.1	8.4	0.085	1.8
Pf3D7_11_v3-6-707505-705559	CHEMBL1781866	275	517.4	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000002	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018
Pf3D7_11_v3-6-707505-705559	CHEMBL4899	276	517.4	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000001	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000018
Pf3D7_11_v3-6-707505-705559	CHEMBL1938210	274	514.9	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000002	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011
Pf3D7_11_v3-6-71082-70084	CHEMBL2529	31.2	13.5	0.32	0.015
Pf3D7_11_v3-6-71082-70084	CHEMBL2856	30.8	13.5	0.37	0.015
Pf3D7_11_v3-6-71082-70084	CHEMBL1667675	30.8	13.4	0.37	0.015
Pf3D7_11_v3-6-71082-70084	CHEMBL5958	30.0	13.0	0.70	0.021
Pf3D7_11_v3-6-71082-70084	CHEMBL4090	30.0	13.0	0.64	0.021
Pf3D7_11_v3-6-71082-70084	CHEMBL5058	29.6	12.1	0.95	0.04
Pf3D7_11_v3-6-712884-712693	CHEMBL3687	27.7	8.6	0.14	1.3
Pf3D7_11_v3-6-714798-714616	CHEMBL1926495	28.1	13.7	0.071	0.023
Pf3D7_11_v3-6-716865-716650	CHEMBL1681615	30.8	16.3	0.013	0.0035
Pf3D7_11_v3-6-722160-721687	CHEMBL2034797	26.6	15.9	2.9	0.0045
Pf3D7_11_v3-6-722160-721687	CHEMBL2034793	28.1	15.9	0.96	0.0046
Pf3D7_11_v3-6-722160-721687	CHEMBL4457	30.8	8.9	0.10	0.63
Pf3D7_11_v3-6-722160-721687	CHEMBL4804	30.8	8.8	0.10	0.67
Pf3D7_11_v3-6-72297-72121	CHEMBL1075245	22.3	9.3	9.0	1.1
Pf3D7_11_v3-6-725805-724858	CHEMBL6145	30.4	286.9	0.47	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000086
Pf3D7_11_v3-6-725805-724858	CHEMBL1293309	32.3	284.4	0.15	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000005
Pf3D7_11_v3-6-742014-741850	CHEMBL4653	24.3	13.0	1.7	0.053
Pf3D7_11_v3-6-742014-741850	CHEMBL5050	24.3	11.6	1.6	0.15
Pf3D7_11_v3-6-747459-746857	CHEMBL6145	43.1	234.3	0.00002	0.00000000000000000000000000000000000000000000000000000000000000000000034
Pf3D7_11_v3-6-747459-746857	CHEMBL1293309	38.1	227.3	0.0008	0.00000000000000000000000000000000000000000000000000000000000000000005
Pf3D7_11_v3-6-747459-746857	CHEMBL5899	36.2	130.0	0.004	0.000000000000000000000000000000000000031
Pf3D7_11_v3-6-747459-746857	CHEMBL1075107	34.7	127.7	0.009	0.00000000000000000000000000000000000016
Pf3D7_11_v3-6-747459-746857	CHEMBL1938219	33.5	99.0	0.022	0.000000000000000000000000000099
Pf3D7_11_v3-6-747459-746857	CHEMBL2111431	35.4	50.8	0.004	0.000000000000059
Pf3D7_11_v3-6-747459-746857	CHEMBL3038478	31.6	42.1	0.12	0.000000000026
Pf3D7_11_v3-6-747459-746857	CHEMBL3468	32.3	39.1	0.056	0.00000000022
Pf3D7_11_v3-6-754854-754693	CHEMBL3635	23.5	6.5	2.5	5.8
Pf3D7_11_v3-6-770307-769255	CHEMBL2111416	128	237.9	0.00000000000000000000000000000000004	0.000000000000000000000000000000000000000000000000000000000000000000000073
Pf3D7_11_v3-6-770307-769255	CHEMBL2492	59.7	121.4	0.0000000002	0.000000000000000000000000000000000019
Pf3D7_11_v3-6-770307-769255	CHEMBL1821	58.5	119.6	0.0000000005	0.000000000000000000000000000000000066
Pf3D7_11_v3-6-770307-769255	CHEMBL3300	34.3	86.9	0.028	0.0000000000000000000000006
Pf3D7_11_v3-6-770307-769255	CHEMBL5366	35.8	85.1	0.010	0.0000000000000000000000021
Pf3D7_11_v3-6-770307-769255	CHEMBL2111327	35.8	76.0	0.011	0.0000000000000000000013
Pf3D7_11_v3-6-770307-769255	CHEMBL3744	32.0	68.5	0.18	0.00000000000000000024
Pf3D7_11_v3-6-770307-769255	CHEMBL1926	32.3	66.1	0.15	0.0000000000000000012
Pf3D7_11_v3-6-770307-769255	CHEMBL5667	31.6	64.1	0.23	0.0000000000000000051
Pf3D7_11_v3-6-77259-77059	CHEMBL1957	23.5	13.9	4.0	0.026
Pf3D7_11_v3-6-799242-799003	CHEMBL2095203	29.6	13.8	0.047	0.024
Pf3D7_11_v3-6-799242-799003	CHEMBL3638	29.3	13.3	0.053	0.033
Pf3D7_11_v3-6-807246-805597	CHEMBL2309	63.5	211.6	0.00000000006	0.0000000000000000000000000000000000000000000000000000000000000081
Pf3D7_11_v3-6-807246-805597	CHEMBL2200	63.2	210.4	0.00000000008	0.000000000000000000000000000000000000000000000000000000000000018
Pf3D7_11_v3-6-807246-805597	CHEMBL5852	52.8	170.2	0.0000001	0.000000000000000000000000000000000000000000000000029
Pf3D7_11_v3-6-807246-805597	CHEMBL2429	52.8	168.6	0.0000002	0.000000000000000000000000000000000000000000000000083
Pf3D7_11_v3-6-807246-805597	CHEMBL2111372	58.9	152.9	0.000000002	0.0000000000000000000000000000000000000000000049
Pf3D7_11_v3-6-807246-805597	CHEMBL2127	57.0	152.2	0.000000006	0.0000000000000000000000000000000000000000000081
Pf3D7_11_v3-6-807246-805597	CHEMBL1944490	52.8	143.4	0.0000001	0.0000000000000000000000000000000000000000036
Pf3D7_11_v3-6-807246-805597	CHEMBL1914274	56.2	141.2	0.000000009	0.000000000000000000000000000000000000000017
Pf3D7_11_v3-6-807246-805597	CHEMBL5372	60.5	113.3	0.0000000005	0.0000000000000000000000000000000047
Pf3D7_11_v3-6-807246-805597	CHEMBL4154	52.4	112.6	0.0000001	0.0000000000000000000000000000000079
Pf3D7_11_v3-6-83091-82912	CHEMBL2653	27.3	9.2	0.17	0.85
Pf3D7_11_v3-6-83091-82912	CHEMBL5945	28.1	8.6	0.087	1.3
Pf3D7_11_v3-6-840807-840643	CHEMBL2971	24.6	10.6	1.1	0.28
Pf3D7_11_v3-6-844368-843967	CHEMBL1780	30.0	12.0	0.15	0.087
Pf3D7_11_v3-6-858219-858067	CHEMBL2040702	25.0	10.9	0.67	0.28
Pf3D7_11_v3-6-902262-901948	CHEMBL3068	25.0	8.7	3.1	0.83
Pf3D7_11_v3-6-916167-915940	CHEMBL3910	24.6	10.7	2.3	0.3
Pf3D7_11_v3-6-933900-933745	CHEMBL4650	25.0	8.5	0.66	1.5
Pf3D7_11_v3-6-938868-938650	CHEMBL1255162	29.6	14.1	0.032	0.023
Pf3D7_11_v3-6-938868-938650	CHEMBL5186	28.1	11.0	0.11	0.23
Pf3D7_11_v3-6-938868-938650	CHEMBL5725	28.1	11.0	0.11	0.23
Pf3D7_11_v3-6-938868-938650	CHEMBL5331	25.4	10.8	1.1	0.25
Pf3D7_11_v3-6-938868-938650	CHEMBL4831	24.6	9.2	2.3	0.85
Pf3D7_11_v3-6-938868-938650	CHEMBL1293296	26.2	6.6	0.55	5.6
Pf3D7_11_v3-6-967476-967252	CHEMBL2364022	30.8	16.0	0.016	0.006
Pf3D7_11_v3-6-971406-970108	CHEMBL2363135	120	459.2	0.000000000000000000000000000001	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000054
Pf3D7_11_v3-6-971406-970108	CHEMBL3875	121	427.7	0.000000000000000000000000000001	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002
Pf3D7_11_v3-6-990543-990388	CHEMBL1837	21.9	6.6	9.2	5.7
Pf3D7_12_v3-1-1020154-1023900	CHEMBL2354204	107	381.3	0.000000000000000000000009	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032
Pf3D7_12_v3-1-1020154-1023900	CHEMBL3784	92.0	369.1	0.0000000000000000004	0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000016
Pf3D7_12_v3-1-1020154-1023900	CHEMBL4177	45.8	354.4	0.00006	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000043
Pf3D7_12_v3-1-1020154-1023900	CHEMBL6008	79.3	335.0	0.000000000000003	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000032
